Date/Time,Hs,Hmax,Tz,Tp,Peak Direction,SST
2021-08-10T17:30,1.020,1.500,4.087,5.757,90.41,22.900
2021-08-10T18:00,1.032,1.840,3.969,5.584,88.41,22.850
2021-08-10T18:30,1.025,1.620,3.902,5.813,92.41,22.850
2021-08-10T19:00,0.983,1.730,4.003,5.901,90.41,22.850
2021-08-10T19:30,0.992,1.850,4.028,4.824,94.41,22.850
2021-08-10T20:00,1.001,1.590,4.058,5.803,90.41,23.000
2021-08-10T20:30,0.986,1.820,3.924,4.924,91.41,23.050
2021-08-10T21:00,1.056,1.780,4.078,5.505,87.41,23.050
2021-08-10T21:30,0.975,1.700,4.088,5.215,91.41,23.000
2021-08-10T22:00,0.962,1.660,3.977,5.251,95.41,23.050
2021-08-10T22:30,0.960,1.730,3.823,4.702,87.41,23.050
2021-08-10T23:00,0.942,1.600,3.984,4.592,87.41,23.100
2021-08-10T23:30,1.017,1.710,4.012,5.796,91.41,23.050
2021-08-11T00:00,0.887,1.530,3.830,4.395,88.41,23.050
2021-08-11T00:30,-99.9,-99.9,-99.9,-99.9,102.41,23.050
2021-08-11T01:00,-99.9,-99.9,-99.9,-99.9,94.41,23.000
2021-08-11T01:30,-99.9,-99.9,-99.9,-99.9,85.41,23.000
2021-08-11T02:00,-99.9,-99.9,-99.9,-99.9,94.41,23.000
2021-08-11T02:30,-99.9,-99.9,-99.9,-99.9,95.41,23.000
2021-08-11T03:00,-99.9,-99.9,-99.9,-99.9,74.41,22.950
2021-08-11T03:30,-99.9,-99.9,-99.9,-99.9,92.41,23.000
2021-08-11T04:00,-99.9,-99.9,-99.9,-99.9,90.41,22.950
2021-08-11T04:30,-99.9,-99.9,-99.9,-99.9,88.41,22.950
2021-08-11T05:00,-99.9,-99.9,-99.9,-99.9,81.41,22.950
2021-08-11T05:30,-99.9,-99.9,-99.9,-99.9,94.41,22.900
2021-08-11T06:00,-99.9,-99.9,-99.9,-99.9,91.41,22.900
2021-08-11T06:30,-99.9,-99.9,-99.9,-99.9,82.41,22.850
2021-08-11T07:00,-99.9,-99.9,-99.9,-99.9,94.41,22.900
2021-08-11T07:30,-99.9,-99.9,-99.9,-99.9,90.41,22.900
2021-08-11T08:00,-99.9,-99.9,-99.9,-99.9,101.41,22.900
2021-08-11T08:30,-99.9,-99.9,-99.9,-99.9,90.41,23.000
2021-08-11T09:00,-99.9,-99.9,-99.9,-99.9,140.41,23.050
2021-08-11T09:30,-99.9,-99.9,-99.9,-99.9,156.41,23.050
2021-08-11T10:00,-99.9,-99.9,-99.9,-99.9,160.41,23.100
2021-08-11T10:30,-99.9,-99.9,-99.9,-99.9,160.41,23.100
2021-08-11T11:00,-99.9,-99.9,-99.9,-99.9,154.41,23.150
2021-08-11T11:30,-99.9,-99.9,-99.9,-99.9,154.41,23.150
2021-08-11T12:00,-99.9,-99.9,-99.9,-99.9,150.41,23.150
2021-08-11T12:30,-99.9,-99.9,-99.9,-99.9,153.41,23.150
2021-08-11T13:00,-99.9,-99.9,-99.9,-99.9,227.41,23.150
2021-08-11T13:30,-99.9,-99.9,-99.9,-99.9,91.41,23.150
2021-08-11T14:00,-99.9,-99.9,-99.9,-99.9,73.41,23.150
2021-08-11T14:30,-99.9,-99.9,-99.9,-99.9,94.41,23.150
2021-08-11T15:00,-99.9,-99.9,-99.9,-99.9,91.41,23.150
2021-08-11T15:30,-99.9,-99.9,-99.9,-99.9,88.41,23.150
2021-08-11T16:00,-99.9,-99.9,-99.9,-99.9,90.41,23.150
2021-08-11T16:30,-99.9,-99.9,-99.9,-99.9,88.41,23.100
2021-08-11T17:00,-99.9,-99.9,-99.9,-99.9,92.41,23.100
2021-08-11T17:30,-99.9,-99.9,-99.9,-99.9,91.41,23.100
2021-08-11T18:00,-99.9,-99.9,-99.9,-99.9,90.41,23.100
2021-08-11T18:30,-99.9,-99.9,-99.9,-99.9,84.41,23.100
2021-08-11T19:00,-99.9,-99.9,-99.9,-99.9,92.41,23.100
2021-08-11T19:30,-99.9,-99.9,-99.9,-99.9,87.41,23.100
2021-08-11T20:00,-99.9,-99.9,-99.9,-99.9,91.41,23.150
2021-08-11T20:30,-99.9,-99.9,-99.9,-99.9,88.41,23.150
2021-08-11T21:00,-99.9,-99.9,-99.9,-99.9,87.41,23.100
2021-08-11T21:30,-99.9,-99.9,-99.9,-99.9,88.41,23.100
2021-08-11T22:00,-99.9,-99.9,-99.9,-99.9,90.41,23.100
2021-08-11T22:30,-99.9,-99.9,-99.9,-99.9,85.41,23.150
2021-08-11T23:00,-99.9,-99.9,-99.9,-99.9,92.41,23.150
2021-08-11T23:30,-99.9,-99.9,-99.9,-99.9,85.41,23.150
2021-08-12T00:00,-99.9,-99.9,-99.9,-99.9,85.41,23.100
2021-08-12T00:30,-99.9,-99.9,-99.9,-99.9,91.41,23.100
2021-08-12T01:00,-99.9,-99.9,-99.9,-99.9,87.41,23.100
2021-08-12T01:30,-99.9,-99.9,-99.9,-99.9,88.41,23.100
2021-08-12T02:00,-99.9,-99.9,-99.9,-99.9,85.41,23.050
2021-08-12T02:30,-99.9,-99.9,-99.9,-99.9,85.41,23.050
2021-08-12T03:00,-99.9,-99.9,-99.9,-99.9,80.41,23.000
2021-08-12T03:30,-99.9,-99.9,-99.9,-99.9,90.41,23.000
2021-08-12T04:00,-99.9,-99.9,-99.9,-99.9,94.41,22.950
2021-08-12T04:30,-99.9,-99.9,-99.9,-99.9,90.41,22.950
2021-08-12T05:00,-99.9,-99.9,-99.9,-99.9,85.41,22.950
2021-08-12T05:30,-99.9,-99.9,-99.9,-99.9,87.41,22.900
2021-08-12T06:00,-99.9,-99.9,-99.9,-99.9,82.41,22.900
2021-08-12T06:30,-99.9,-99.9,-99.9,-99.9,94.41,22.900
2021-08-12T07:00,-99.9,-99.9,-99.9,-99.9,81.41,22.900
2021-08-12T07:30,-99.9,-99.9,-99.9,-99.9,85.41,22.850
2021-08-12T08:00,-99.9,-99.9,-99.9,-99.9,88.41,22.900
2021-08-12T08:30,-99.9,-99.9,-99.9,-99.9,90.41,22.900
2021-08-12T09:00,-99.9,-99.9,-99.9,-99.9,84.41,22.900
2021-08-12T09:30,-99.9,-99.9,-99.9,-99.9,92.41,22.950
2021-08-12T10:00,-99.9,-99.9,-99.9,-99.9,87.41,22.950
2021-08-12T10:30,-99.9,-99.9,-99.9,-99.9,150.41,22.950
2021-08-12T11:00,-99.9,-99.9,-99.9,-99.9,90.41,22.950
2021-08-12T11:30,-99.9,-99.9,-99.9,-99.9,88.41,22.950
2021-08-12T12:00,-99.9,-99.9,-99.9,-99.9,88.41,22.950
2021-08-12T12:30,-99.9,-99.9,-99.9,-99.9,90.41,22.950
2021-08-12T13:00,-99.9,-99.9,-99.9,-99.9,84.41,22.950
2021-08-12T13:30,-99.9,-99.9,-99.9,-99.9,105.41,23.000
2021-08-12T14:00,-99.9,-99.9,-99.9,-99.9,94.41,23.000
2021-08-12T14:30,-99.9,-99.9,-99.9,-99.9,87.41,23.000
2021-08-12T15:00,-99.9,-99.9,-99.9,-99.9,92.41,23.000
2021-08-12T15:30,-99.9,-99.9,-99.9,-99.9,84.41,23.000
2021-08-12T16:00,-99.9,-99.9,-99.9,-99.9,90.41,22.950
2021-08-12T16:30,-99.9,-99.9,-99.9,-99.9,87.41,23.000
2021-08-12T17:00,-99.9,-99.9,-99.9,-99.9,92.41,22.950
2021-08-12T17:30,-99.9,-99.9,-99.9,-99.9,91.41,22.900
2021-08-12T18:00,-99.9,-99.9,-99.9,-99.9,84.41,22.950
2021-08-12T18:30,-99.9,-99.9,-99.9,-99.9,88.41,22.950
2021-08-12T19:00,-99.9,-99.9,-99.9,-99.9,98.41,22.900
2021-08-12T19:30,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2021-08-12T20:00,-99.9,-99.9,-99.9,-99.9,94.41,22.950
2021-08-12T20:30,-99.9,-99.9,-99.9,-99.9,91.41,22.950
2021-08-12T21:00,-99.9,-99.9,-99.9,-99.9,91.41,22.950
2021-08-12T21:30,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2021-08-12T22:00,-99.9,-99.9,-99.9,-99.9,92.41,22.950
2021-08-12T22:30,-99.9,-99.9,-99.9,-99.9,84.41,23.000
2021-08-12T23:00,-99.9,-99.9,-99.9,-99.9,91.41,23.000
2021-08-12T23:30,-99.9,-99.9,-99.9,-99.9,92.41,23.000
2021-08-13T00:00,-99.9,-99.9,-99.9,-99.9,95.41,23.000
2021-08-13T00:30,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2021-08-13T01:00,-99.9,-99.9,-99.9,-99.9,92.41,23.000
2021-08-13T01:30,-99.9,-99.9,-99.9,-99.9,85.41,23.000
2021-08-13T02:00,-99.9,-99.9,-99.9,-99.9,85.41,22.950
2021-08-13T02:30,-99.9,-99.9,-99.9,-99.9,90.41,22.950
2021-08-13T03:00,-99.9,-99.9,-99.9,-99.9,92.41,22.950
2021-08-13T03:30,-99.9,-99.9,-99.9,-99.9,95.41,22.950
2021-08-13T04:00,-99.9,-99.9,-99.9,-99.9,91.41,22.900
2021-08-13T04:30,-99.9,-99.9,-99.9,-99.9,95.41,22.900
2021-08-13T05:00,-99.9,-99.9,-99.9,-99.9,97.41,22.900
2021-08-13T05:30,-99.9,-99.9,-99.9,-99.9,82.41,22.850
2021-08-13T06:00,-99.9,-99.9,-99.9,-99.9,85.41,22.850
2021-08-13T06:30,-99.9,-99.9,-99.9,-99.9,85.41,22.850
2021-08-13T07:00,-99.9,-99.9,-99.9,-99.9,91.41,22.850
2021-08-13T07:30,-99.9,-99.9,-99.9,-99.9,70.41,22.850
2021-08-13T08:00,-99.9,-99.9,-99.9,-99.9,81.41,22.850
2021-08-13T08:30,-99.9,-99.9,-99.9,-99.9,87.41,22.900
2021-08-13T09:00,-99.9,-99.9,-99.9,-99.9,87.41,22.950
2021-08-13T09:30,-99.9,-99.9,-99.9,-99.9,81.41,23.000
2021-08-13T10:00,-99.9,-99.9,-99.9,-99.9,80.41,23.050
2021-08-13T10:30,-99.9,-99.9,-99.9,-99.9,87.41,23.050
2021-08-13T11:00,-99.9,-99.9,-99.9,-99.9,87.41,23.100
2021-08-13T11:30,-99.9,-99.9,-99.9,-99.9,90.41,23.100
2021-08-13T12:00,-99.9,-99.9,-99.9,-99.9,94.41,23.100
2021-08-13T12:30,-99.9,-99.9,-99.9,-99.9,90.41,23.150
2021-08-13T13:00,-99.9,-99.9,-99.9,-99.9,91.41,23.150
2021-08-13T13:30,-99.9,-99.9,-99.9,-99.9,91.41,23.150
2021-08-13T14:00,-99.9,-99.9,-99.9,-99.9,94.41,23.200
2021-08-13T14:30,-99.9,-99.9,-99.9,-99.9,91.41,23.200
2021-08-13T15:00,-99.9,-99.9,-99.9,-99.9,91.41,23.250
2021-08-13T15:30,-99.9,-99.9,-99.9,-99.9,87.41,23.200
2021-08-13T16:00,-99.9,-99.9,-99.9,-99.9,88.41,23.200
2021-08-13T16:30,-99.9,-99.9,-99.9,-99.9,94.41,23.200
2021-08-13T17:00,-99.9,-99.9,-99.9,-99.9,90.41,23.200
2021-08-13T17:30,-99.9,-99.9,-99.9,-99.9,98.41,23.250
2021-08-13T18:00,-99.9,-99.9,-99.9,-99.9,97.41,23.200
2021-08-13T18:30,-99.9,-99.9,-99.9,-99.9,87.41,23.200
2021-08-13T19:00,-99.9,-99.9,-99.9,-99.9,90.41,23.150
2021-08-13T19:30,-99.9,-99.9,-99.9,-99.9,91.41,23.150
2021-08-13T20:00,-99.9,-99.9,-99.9,-99.9,90.41,23.150
2021-08-13T20:30,-99.9,-99.9,-99.9,-99.9,94.41,23.100
2021-08-13T21:00,-99.9,-99.9,-99.9,-99.9,91.41,23.100
2021-08-13T21:30,-99.9,-99.9,-99.9,-99.9,88.41,23.100
2021-08-13T22:00,-99.9,-99.9,-99.9,-99.9,90.41,23.100
2021-08-13T22:30,-99.9,-99.9,-99.9,-99.9,90.41,23.100
2021-08-13T23:00,-99.9,-99.9,-99.9,-99.9,91.41,23.050
2021-08-13T23:30,-99.9,-99.9,-99.9,-99.9,88.41,23.050
2021-08-14T00:00,-99.9,-99.9,-99.9,-99.9,92.41,23.100
2021-08-14T00:30,-99.9,-99.9,-99.9,-99.9,82.41,23.050
2021-08-14T01:00,-99.9,-99.9,-99.9,-99.9,95.41,23.100
2021-08-14T01:30,-99.9,-99.9,-99.9,-99.9,91.41,23.100
2021-08-14T02:00,-99.9,-99.9,-99.9,-99.9,91.41,23.050
2021-08-14T02:30,-99.9,-99.9,-99.9,-99.9,82.41,23.050
2021-08-14T03:00,-99.9,-99.9,-99.9,-99.9,87.41,23.050
2021-08-14T03:30,-99.9,-99.9,-99.9,-99.9,87.41,23.050
2021-08-14T04:00,-99.9,-99.9,-99.9,-99.9,82.41,23.050
2021-08-14T04:30,-99.9,-99.9,-99.9,-99.9,85.41,23.050
2021-08-14T05:00,-99.9,-99.9,-99.9,-99.9,84.41,23.050
2021-08-14T05:30,-99.9,-99.9,-99.9,-99.9,80.41,23.000
2021-08-14T06:00,-99.9,-99.9,-99.9,-99.9,92.41,23.000
2021-08-14T06:30,-99.9,-99.9,-99.9,-99.9,84.41,22.950
2021-08-14T07:00,-99.9,-99.9,-99.9,-99.9,84.41,22.950
2021-08-14T07:30,-99.9,-99.9,-99.9,-99.9,85.41,22.950
2021-08-14T08:00,-99.9,-99.9,-99.9,-99.9,84.41,22.900
2021-08-14T08:30,-99.9,-99.9,-99.9,-99.9,80.41,22.900
2021-08-14T09:00,-99.9,-99.9,-99.9,-99.9,81.41,22.950
2021-08-14T09:30,-99.9,-99.9,-99.9,-99.9,85.41,22.950
2021-08-14T10:00,-99.9,-99.9,-99.9,-99.9,81.41,23.000
2021-08-14T10:30,-99.9,-99.9,-99.9,-99.9,81.41,23.050
2021-08-14T11:00,-99.9,-99.9,-99.9,-99.9,84.41,23.050
2021-08-14T11:30,-99.9,-99.9,-99.9,-99.9,82.41,23.050
2021-08-14T12:00,-99.9,-99.9,-99.9,-99.9,77.41,23.100
2021-08-14T12:30,-99.9,-99.9,-99.9,-99.9,82.41,23.100
2021-08-14T13:00,-99.9,-99.9,-99.9,-99.9,91.41,23.150
2021-08-14T13:30,-99.9,-99.9,-99.9,-99.9,87.41,23.150
2021-08-14T14:00,-99.9,-99.9,-99.9,-99.9,84.41,23.150
2021-08-14T14:30,-99.9,-99.9,-99.9,-99.9,87.41,23.200
2021-08-14T15:00,-99.9,-99.9,-99.9,-99.9,91.41,23.150
2021-08-14T15:30,-99.9,-99.9,-99.9,-99.9,97.41,23.150
2021-08-14T16:00,-99.9,-99.9,-99.9,-99.9,90.41,23.150
2021-08-14T16:30,-99.9,-99.9,-99.9,-99.9,95.41,23.150
2021-08-14T17:00,-99.9,-99.9,-99.9,-99.9,92.41,23.150
2021-08-14T17:30,-99.9,-99.9,-99.9,-99.9,98.41,23.150
2021-08-14T18:00,-99.9,-99.9,-99.9,-99.9,90.41,23.150
2021-08-14T18:30,-99.9,-99.9,-99.9,-99.9,80.41,23.100
2021-08-14T19:00,-99.9,-99.9,-99.9,-99.9,88.41,23.100
2021-08-14T19:30,-99.9,-99.9,-99.9,-99.9,97.41,23.100
2021-08-14T20:00,-99.9,-99.9,-99.9,-99.9,95.41,23.100
2021-08-14T20:30,-99.9,-99.9,-99.9,-99.9,88.41,23.050
2021-08-14T21:00,-99.9,-99.9,-99.9,-99.9,91.41,23.050
2021-08-14T21:30,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2021-08-14T22:00,-99.9,-99.9,-99.9,-99.9,87.41,23.000
2021-08-14T22:30,-99.9,-99.9,-99.9,-99.9,91.41,23.000
2021-08-14T23:00,-99.9,-99.9,-99.9,-99.9,88.41,23.000
2021-08-14T23:30,-99.9,-99.9,-99.9,-99.9,91.41,22.950
2021-08-15T00:00,-99.9,-99.9,-99.9,-99.9,94.41,22.950
2021-08-15T00:30,-99.9,-99.9,-99.9,-99.9,94.41,22.950
2021-08-15T01:00,-99.9,-99.9,-99.9,-99.9,85.41,22.950
2021-08-15T01:30,-99.9,-99.9,-99.9,-99.9,88.41,22.900
2021-08-15T02:00,-99.9,-99.9,-99.9,-99.9,90.41,22.950
2021-08-15T02:30,-99.9,-99.9,-99.9,-99.9,87.41,22.950
2021-08-15T03:00,-99.9,-99.9,-99.9,-99.9,88.41,22.900
2021-08-15T03:30,-99.9,-99.9,-99.9,-99.9,81.41,22.900
2021-08-15T04:00,-99.9,-99.9,-99.9,-99.9,88.41,22.950
2021-08-15T04:30,-99.9,-99.9,-99.9,-99.9,84.41,22.900
2021-08-15T05:00,-99.9,-99.9,-99.9,-99.9,84.41,22.900
2021-08-15T05:30,-99.9,-99.9,-99.9,-99.9,82.41,22.900
2021-08-15T06:00,-99.9,-99.9,-99.9,-99.9,88.41,22.900
2021-08-15T06:30,-99.9,-99.9,-99.9,-99.9,80.41,22.900
2021-08-15T07:00,-99.9,-99.9,-99.9,-99.9,88.41,22.900
2021-08-15T07:30,-99.9,-99.9,-99.9,-99.9,87.41,22.900
2021-08-15T08:00,-99.9,-99.9,-99.9,-99.9,88.41,22.900
2021-08-15T08:30,-99.9,-99.9,-99.9,-99.9,85.41,22.900
2021-08-15T09:00,-99.9,-99.9,-99.9,-99.9,85.41,22.900
2021-08-15T09:30,-99.9,-99.9,-99.9,-99.9,85.41,22.950
2021-08-15T10:00,-99.9,-99.9,-99.9,-99.9,75.41,22.950
2021-08-15T10:30,-99.9,-99.9,-99.9,-99.9,85.41,22.950
2021-08-15T11:00,-99.9,-99.9,-99.9,-99.9,87.41,23.000
2021-08-15T11:30,-99.9,-99.9,-99.9,-99.9,95.41,23.000
2021-08-15T12:00,-99.9,-99.9,-99.9,-99.9,85.41,23.050
2021-08-15T12:30,-99.9,-99.9,-99.9,-99.9,90.41,23.050
2021-08-15T13:00,-99.9,-99.9,-99.9,-99.9,88.41,23.050
2021-08-15T13:30,-99.9,-99.9,-99.9,-99.9,87.41,23.050
2021-08-15T14:00,-99.9,-99.9,-99.9,-99.9,99.41,23.050
2021-08-15T14:30,-99.9,-99.9,-99.9,-99.9,99.41,23.100
2021-08-15T15:00,-99.9,-99.9,-99.9,-99.9,90.41,23.100
2021-08-15T15:30,-99.9,-99.9,-99.9,-99.9,99.41,23.100
2021-08-15T16:00,-99.9,-99.9,-99.9,-99.9,98.41,23.050
2021-08-15T16:30,-99.9,-99.9,-99.9,-99.9,88.41,23.050
2021-08-15T17:00,-99.9,-99.9,-99.9,-99.9,98.41,23.050
2021-08-15T17:30,-99.9,-99.9,-99.9,-99.9,97.41,23.050
2021-08-15T18:00,-99.9,-99.9,-99.9,-99.9,91.41,23.000
2021-08-15T18:30,-99.9,-99.9,-99.9,-99.9,94.41,23.000
2021-08-15T19:00,-99.9,-99.9,-99.9,-99.9,90.41,23.000
2021-08-15T19:30,-99.9,-99.9,-99.9,-99.9,91.41,23.000
2021-08-15T20:00,-99.9,-99.9,-99.9,-99.9,99.41,23.000
2021-08-15T20:30,-99.9,-99.9,-99.9,-99.9,87.41,23.000
2021-08-15T21:00,-99.9,-99.9,-99.9,-99.9,91.41,22.950
2021-08-15T21:30,-99.9,-99.9,-99.9,-99.9,99.41,22.950
2021-08-15T22:00,-99.9,-99.9,-99.9,-99.9,95.41,22.900
2021-08-15T22:30,-99.9,-99.9,-99.9,-99.9,92.41,22.900
2021-08-15T23:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2021-08-15T23:30,-99.9,-99.9,-99.9,-99.9,291.41,22.900
2021-08-16T00:00,-99.9,-99.9,-99.9,-99.9,88.41,22.900
2021-08-16T00:30,-99.9,-99.9,-99.9,-99.9,88.41,22.900
2021-08-16T01:00,-99.9,-99.9,-99.9,-99.9,94.41,22.900
2021-08-16T01:30,-99.9,-99.9,-99.9,-99.9,98.41,22.850
2021-08-16T02:00,-99.9,-99.9,-99.9,-99.9,95.41,22.850
2021-08-16T02:30,-99.9,-99.9,-99.9,-99.9,82.41,22.850
2021-08-16T03:00,-99.9,-99.9,-99.9,-99.9,82.41,22.850
2021-08-16T03:30,-99.9,-99.9,-99.9,-99.9,84.41,22.850
2021-08-16T04:00,-99.9,-99.9,-99.9,-99.9,85.41,22.850
2021-08-16T04:30,-99.9,-99.9,-99.9,-99.9,85.41,22.850
2021-08-16T05:00,-99.9,-99.9,-99.9,-99.9,87.41,22.800
2021-08-16T05:30,-99.9,-99.9,-99.9,-99.9,84.41,22.800
2021-08-16T06:00,-99.9,-99.9,-99.9,-99.9,75.41,22.800
2021-08-16T06:30,-99.9,-99.9,-99.9,-99.9,85.41,22.850
2021-08-16T07:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2021-08-16T07:30,-99.9,-99.9,-99.9,-99.9,357.41,22.850
2021-08-16T08:00,-99.9,-99.9,-99.9,-99.9,77.41,22.850
2021-08-16T08:30,-99.9,-99.9,-99.9,-99.9,85.41,22.800
2021-08-16T09:00,-99.9,-99.9,-99.9,-99.9,91.41,22.800
2021-08-16T09:30,-99.9,-99.9,-99.9,-99.9,88.41,22.800
2021-08-16T10:00,-99.9,-99.9,-99.9,-99.9,87.41,22.800
2021-08-16T10:30,-99.9,-99.9,-99.9,-99.9,85.41,22.800
2021-08-16T11:00,-99.9,-99.9,-99.9,-99.9,85.41,22.800
2021-08-16T11:30,-99.9,-99.9,-99.9,-99.9,88.41,22.800
2021-08-16T12:00,-99.9,-99.9,-99.9,-99.9,91.41,22.850
2021-08-16T12:30,-99.9,-99.9,-99.9,-99.9,85.41,22.850
2021-08-16T13:00,-99.9,-99.9,-99.9,-99.9,90.41,22.850
2021-08-16T13:30,-99.9,-99.9,-99.9,-99.9,81.41,22.850
2021-08-16T14:00,-99.9,-99.9,-99.9,-99.9,85.41,22.900
2021-08-16T14:30,-99.9,-99.9,-99.9,-99.9,88.41,22.900
2021-08-16T15:00,-99.9,-99.9,-99.9,-99.9,101.41,22.950
2021-08-16T15:30,-99.9,-99.9,-99.9,-99.9,78.41,22.900
2021-08-16T16:00,-99.9,-99.9,-99.9,-99.9,90.41,22.950
2021-08-16T16:30,-99.9,-99.9,-99.9,-99.9,88.41,22.950
2021-08-16T17:00,-99.9,-99.9,-99.9,-99.9,92.41,22.950
2021-08-16T17:30,-99.9,-99.9,-99.9,-99.9,87.41,22.950
2021-08-16T18:00,-99.9,-99.9,-99.9,-99.9,81.41,22.950
2021-08-16T18:30,-99.9,-99.9,-99.9,-99.9,88.41,22.950
2021-08-16T19:00,-99.9,-99.9,-99.9,-99.9,88.41,22.900
2021-08-16T19:30,-99.9,-99.9,-99.9,-99.9,82.41,22.900
2021-08-16T20:00,-99.9,-99.9,-99.9,-99.9,78.41,22.900
2021-08-16T20:30,-99.9,-99.9,-99.9,-99.9,261.41,22.900
2021-08-16T21:00,-99.9,-99.9,-99.9,-99.9,84.41,22.900
2021-08-16T21:30,-99.9,-99.9,-99.9,-99.9,81.41,22.900
2021-08-16T22:00,-99.9,-99.9,-99.9,-99.9,82.41,22.850
2021-08-16T22:30,-99.9,-99.9,-99.9,-99.9,87.41,22.850
2021-08-16T23:00,-99.9,-99.9,-99.9,-99.9,90.41,22.850
2021-08-16T23:30,-99.9,-99.9,-99.9,-99.9,84.41,22.850
2021-08-17T00:00,-99.9,-99.9,-99.9,-99.9,82.41,22.850
2021-08-17T00:30,-99.9,-99.9,-99.9,-99.9,88.41,22.850
2021-08-17T01:00,-99.9,-99.9,-99.9,-99.9,90.41,22.850
2021-08-17T01:30,-99.9,-99.9,-99.9,-99.9,75.41,22.850
2021-08-17T02:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2021-08-17T02:30,-99.9,-99.9,-99.9,-99.9,88.41,22.800
2021-08-17T03:00,-99.9,-99.9,-99.9,-99.9,85.41,22.800
2021-08-17T03:30,-99.9,-99.9,-99.9,-99.9,85.41,22.800
2021-08-17T04:00,-99.9,-99.9,-99.9,-99.9,87.41,22.800
2021-08-17T04:30,-99.9,-99.9,-99.9,-99.9,87.41,22.800
2021-08-17T05:00,-99.9,-99.9,-99.9,-99.9,82.41,22.800
2021-08-17T05:30,-99.9,-99.9,-99.9,-99.9,305.41,22.850
2021-08-17T06:00,-99.9,-99.9,-99.9,-99.9,133.41,22.850
2021-08-17T06:30,-99.9,-99.9,-99.9,-99.9,80.41,22.850
2021-08-17T07:00,-99.9,-99.9,-99.9,-99.9,75.41,22.850
2021-08-17T07:30,-99.9,-99.9,-99.9,-99.9,85.41,22.800
2021-08-17T08:00,-99.9,-99.9,-99.9,-99.9,142.41,22.800
2021-08-17T08:30,-99.9,-99.9,-99.9,-99.9,150.41,22.750
2021-08-17T09:00,-99.9,-99.9,-99.9,-99.9,88.41,22.750
2021-08-17T09:30,-99.9,-99.9,-99.9,-99.9,82.41,22.750
2021-08-17T10:00,-99.9,-99.9,-99.9,-99.9,78.41,22.750
2021-08-17T10:30,-99.9,-99.9,-99.9,-99.9,88.41,22.800
2021-08-17T11:00,-99.9,-99.9,-99.9,-99.9,84.41,22.850
2021-08-17T11:30,-99.9,-99.9,-99.9,-99.9,91.41,22.900
2021-08-17T12:00,-99.9,-99.9,-99.9,-99.9,90.41,22.950
2021-08-17T12:30,-99.9,-99.9,-99.9,-99.9,77.41,23.000
2021-08-17T13:00,-99.9,-99.9,-99.9,-99.9,82.41,23.000
2021-08-17T13:30,-99.9,-99.9,-99.9,-99.9,85.41,23.100
2021-08-17T14:00,-99.9,-99.9,-99.9,-99.9,84.41,23.100
2021-08-17T14:30,-99.9,-99.9,-99.9,-99.9,78.41,23.150
2021-08-17T15:00,-99.9,-99.9,-99.9,-99.9,87.41,23.200
2021-08-17T15:30,-99.9,-99.9,-99.9,-99.9,84.41,23.200
2021-08-17T16:00,-99.9,-99.9,-99.9,-99.9,247.41,23.200
2021-08-17T16:30,-99.9,-99.9,-99.9,-99.9,92.41,23.250
2021-08-17T17:00,-99.9,-99.9,-99.9,-99.9,94.41,23.200
2021-08-17T17:30,-99.9,-99.9,-99.9,-99.9,90.41,23.200
2021-08-17T18:00,-99.9,-99.9,-99.9,-99.9,94.41,23.250
2021-08-17T18:30,-99.9,-99.9,-99.9,-99.9,90.41,23.200
2021-08-17T19:00,-99.9,-99.9,-99.9,-99.9,102.41,23.200
2021-08-17T19:30,-99.9,-99.9,-99.9,-99.9,94.41,23.250
2021-08-17T20:00,-99.9,-99.9,-99.9,-99.9,94.41,23.250
2021-08-17T20:30,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2021-08-17T21:00,-99.9,-99.9,-99.9,-99.9,87.41,23.200
2021-08-17T21:30,-99.9,-99.9,-99.9,-99.9,88.41,23.200
2021-08-17T22:00,-99.9,-99.9,-99.9,-99.9,82.41,23.200
2021-08-17T22:30,-99.9,-99.9,-99.9,-99.9,90.41,23.200
2021-08-17T23:00,-99.9,-99.9,-99.9,-99.9,84.41,23.150
2021-08-17T23:30,-99.9,-99.9,-99.9,-99.9,88.41,23.150
2021-08-18T00:00,-99.9,-99.9,-99.9,-99.9,91.41,23.150
2021-08-18T00:30,-99.9,-99.9,-99.9,-99.9,84.41,23.150
2021-08-18T01:00,-99.9,-99.9,-99.9,-99.9,84.41,23.100
2021-08-18T01:30,-99.9,-99.9,-99.9,-99.9,202.41,23.100
2021-08-18T02:00,-99.9,-99.9,-99.9,-99.9,92.41,23.100
2021-08-18T02:30,-99.9,-99.9,-99.9,-99.9,81.41,23.100
2021-08-18T03:00,-99.9,-99.9,-99.9,-99.9,84.41,23.100
2021-08-18T03:30,-99.9,-99.9,-99.9,-99.9,82.41,23.100
2021-08-18T04:00,-99.9,-99.9,-99.9,-99.9,85.41,23.100
2021-08-18T04:30,-99.9,-99.9,-99.9,-99.9,90.41,23.100
