Date/Time,Hs,Hmax,Tz,Tp,Peak Direction,SST
2021-02-19T00:00,0.878,1.570,3.721,5.307,82.43,28.500
2021-02-19T00:30,0.897,1.670,3.658,5.310,87.43,28.550
2021-02-19T01:00,0.877,1.590,3.696,4.120,84.43,28.500
2021-02-19T01:30,0.865,1.420,3.765,4.722,88.43,28.500
2021-02-19T02:00,0.847,1.380,3.638,4.701,92.43,28.500
2021-02-19T02:30,0.831,1.510,3.860,5.156,84.43,28.500
2021-02-19T03:00,0.736,1.250,3.781,5.652,88.43,28.500
2021-02-19T03:30,0.793,1.320,3.690,5.219,92.43,28.500
2021-02-19T04:00,0.800,1.400,3.595,4.669,92.43,28.500
2021-02-19T04:30,0.737,1.340,3.504,4.206,85.43,28.500
2021-02-19T05:00,0.739,1.160,3.652,4.600,91.43,28.500
2021-02-19T05:30,0.686,1.320,3.668,4.297,92.43,28.500
2021-02-19T06:00,0.692,1.180,3.588,4.369,92.43,28.500
2021-02-19T06:30,0.611,1.260,3.597,4.138,95.43,28.500
2021-02-19T07:00,0.613,1.320,3.611,4.402,94.43,28.500
2021-02-19T07:30,0.624,1.190,3.578,4.493,92.43,28.450
2021-02-19T08:00,0.558,0.980,3.542,4.209,91.43,28.450
2021-02-19T08:30,0.549,1.000,3.461,4.489,90.43,28.450
2021-02-19T09:00,0.519,0.910,3.244,4.206,85.43,28.450
2021-02-19T09:30,0.523,0.910,3.385,4.587,85.43,28.500
2021-02-19T10:00,0.530,0.890,3.385,4.813,87.43,28.450
2021-02-19T10:30,0.543,0.980,3.419,4.380,87.43,28.450
2021-02-19T11:00,0.539,1.020,3.259,4.501,84.43,28.450
2021-02-19T11:30,0.527,0.900,3.209,4.387,82.43,28.450
2021-02-19T12:00,0.494,0.920,3.234,4.219,91.43,28.450
2021-02-19T12:30,0.453,0.830,3.331,4.140,85.43,28.500
2021-02-19T13:00,0.433,0.880,3.344,2.716,85.43,28.450
2021-02-19T13:30,0.485,0.910,3.180,3.899,78.43,28.450
2021-02-19T14:00,0.561,0.930,3.325,3.962,85.43,28.450
2021-02-19T14:30,0.577,1.030,3.494,4.101,77.43,28.450
2021-02-19T15:00,0.575,1.000,3.546,4.323,85.43,28.450
2021-02-19T15:30,0.564,0.990,3.571,4.710,88.43,28.450
2021-02-19T16:00,0.503,0.840,3.499,4.500,92.43,28.450
2021-02-19T16:30,0.531,0.890,3.369,4.800,97.43,28.450
2021-02-19T17:00,0.627,1.180,3.381,4.489,92.43,28.450
2021-02-19T17:30,0.693,1.330,3.414,3.420,92.43,28.450
2021-02-19T18:00,0.753,1.230,3.572,4.481,91.43,28.400
2021-02-19T18:30,0.722,1.290,3.436,4.632,92.43,28.400
2021-02-19T19:00,0.737,1.310,3.470,4.597,91.43,28.400
2021-02-19T19:30,0.789,1.390,3.769,4.823,97.43,28.400
2021-02-19T20:00,0.784,1.430,3.534,4.939,81.43,28.400
2021-02-19T20:30,0.770,1.280,3.629,4.930,91.43,28.400
2021-02-19T21:00,0.656,1.130,3.495,4.963,92.43,28.400
2021-02-19T21:30,0.638,1.100,3.452,4.450,91.43,28.350
2021-02-19T22:00,0.576,1.040,3.486,5.060,87.43,28.350
2021-02-19T22:30,0.545,1.000,3.359,4.401,84.43,28.350
2021-02-19T23:00,0.540,0.930,3.253,4.794,81.43,28.350
2021-02-19T23:30,0.582,0.930,3.273,4.306,81.43,28.300
2021-02-20T00:00,0.666,1.290,3.228,4.391,84.43,28.250
2021-02-20T00:30,0.754,1.460,3.255,4.126,75.43,28.250
2021-02-20T01:00,0.809,1.550,3.455,4.536,81.43,28.300
2021-02-20T01:30,0.838,1.270,3.609,4.317,82.43,28.300
2021-02-20T02:00,0.864,1.530,3.694,4.609,90.43,28.300
2021-02-20T02:30,0.973,1.650,3.883,5.084,90.43,28.300
2021-02-20T03:00,0.884,1.570,3.883,4.817,82.43,28.300
2021-02-20T03:30,0.938,1.710,3.992,5.442,90.43,28.250
2021-02-20T04:00,0.847,1.460,3.917,5.316,85.43,28.250
2021-02-20T04:30,0.824,1.290,3.981,4.978,88.43,28.250
2021-02-20T05:00,0.739,1.270,3.854,5.224,95.43,28.250
2021-02-20T05:30,0.693,1.130,3.904,4.814,95.43,28.250
2021-02-20T06:00,0.714,1.150,3.879,5.098,94.43,28.250
2021-02-20T06:30,0.605,0.960,3.659,4.493,94.43,28.200
2021-02-20T07:00,0.605,1.020,3.663,5.341,94.43,28.200
2021-02-20T07:30,0.590,1.150,3.552,4.812,88.43,28.250
2021-02-20T08:00,0.544,0.870,3.527,5.061,90.43,28.200
2021-02-20T08:30,0.537,0.840,3.482,4.210,97.43,28.200
2021-02-20T09:00,0.527,0.860,3.402,3.800,85.43,28.200
2021-02-20T09:30,0.513,0.880,3.396,5.069,91.43,28.100
2021-02-20T10:00,0.508,0.870,3.167,4.043,94.43,28.100
2021-02-20T10:30,0.530,1.020,3.282,4.194,80.43,28.050
2021-02-20T11:00,0.502,0.820,3.262,4.064,85.43,28.100
2021-02-20T11:30,0.500,0.900,3.400,4.504,84.43,28.100
2021-02-20T12:00,0.454,0.780,3.480,3.718,84.43,28.100
2021-02-20T12:30,0.453,0.830,3.418,4.218,68.43,28.150
2021-02-20T13:00,0.409,0.790,3.297,3.893,77.43,28.150
2021-02-20T13:30,0.409,0.740,3.456,3.727,82.43,28.150
2021-02-20T14:00,0.417,0.800,3.352,3.745,71.43,28.100
2021-02-20T14:30,0.358,0.560,3.349,3.812,59.43,28.100
2021-02-20T15:00,0.346,0.630,3.324,3.734,70.43,28.100
2021-02-20T15:30,0.359,0.640,3.425,3.540,59.43,28.050
2021-02-20T16:00,0.331,0.510,3.388,3.820,84.43,28.100
2021-02-20T16:30,0.325,0.570,3.416,3.427,91.43,28.100
2021-02-20T17:00,0.323,0.670,3.454,3.613,73.43,28.100
2021-02-20T17:30,0.307,0.570,3.500,3.596,78.43,28.050
2021-02-20T18:00,0.295,0.460,3.625,3.684,84.43,28.050
2021-02-20T18:30,0.290,0.490,3.575,4.695,80.43,28.050
2021-02-20T19:00,0.271,0.450,3.616,3.481,78.43,27.950
2021-02-20T19:30,0.291,0.510,3.797,3.595,77.43,27.950
2021-02-20T20:00,0.259,0.430,3.782,4.712,81.43,27.950
2021-02-20T20:30,0.262,0.420,3.672,4.737,92.43,27.950
2021-02-20T21:00,0.274,0.400,3.858,4.800,94.43,27.950
2021-02-20T21:30,0.257,0.440,3.671,4.717,81.43,27.950
2021-02-20T22:00,0.249,0.490,3.557,5.189,80.43,27.950
2021-02-20T22:30,0.264,0.410,3.455,4.214,64.43,28.000
2021-02-20T23:00,0.269,0.510,3.456,4.399,82.43,27.950
2021-02-20T23:30,0.263,0.430,3.582,4.825,80.43,27.950
2021-02-21T00:00,0.245,0.430,3.470,5.821,73.43,27.950
2021-02-21T00:30,0.236,0.420,3.525,4.613,81.43,27.950
2021-02-21T01:00,0.231,0.440,3.634,4.423,85.43,27.950
2021-02-21T01:30,0.226,0.430,3.629,4.312,80.43,27.950
2021-02-21T02:00,0.225,0.370,3.651,4.948,68.43,27.950
2021-02-21T02:30,0.215,0.340,3.877,4.511,57.43,27.950
2021-02-21T03:00,0.206,0.360,3.811,4.318,67.43,27.950
2021-02-21T03:30,0.190,0.310,3.849,4.748,74.43,28.000
2021-02-21T04:00,0.190,0.280,3.921,4.491,75.43,27.950
2021-02-21T04:30,0.182,0.350,3.966,5.180,75.43,27.950
2021-02-21T05:00,0.195,0.310,4.157,5.066,82.43,28.000
2021-02-21T05:30,0.203,0.350,4.185,4.919,90.43,28.000
2021-02-21T06:00,0.197,0.340,4.133,4.401,88.43,28.050
2021-02-21T06:30,0.203,0.330,4.161,4.604,82.43,28.050
2021-02-21T07:00,0.202,0.350,3.900,4.581,74.43,28.050
2021-02-21T07:30,0.184,0.310,4.052,4.723,75.43,28.050
2021-02-21T08:00,0.177,0.330,3.703,4.698,77.43,28.100
2021-02-21T08:30,0.173,0.300,3.681,5.957,80.43,28.150
2021-02-21T09:00,0.172,0.270,3.723,5.339,67.43,28.200
2021-02-21T09:30,0.170,0.350,3.560,4.806,74.43,28.350
2021-02-21T10:00,0.169,0.280,3.839,5.646,61.43,28.600
2021-02-21T10:30,0.158,0.250,4.070,5.782,64.43,28.800
2021-02-21T11:00,0.156,0.260,4.090,9.766,60.43,28.250
2021-02-21T11:30,0.152,0.240,4.402,10.708,42.43,28.400
2021-02-21T12:00,0.153,0.250,4.274,5.218,64.43,28.450
2021-02-21T12:30,0.156,0.280,4.448,4.498,60.43,28.700
2021-02-21T13:00,0.159,0.280,4.369,4.708,53.43,28.750
2021-02-21T13:30,0.158,0.270,4.365,4.301,42.43,28.700
2021-02-21T14:00,0.146,0.260,4.278,11.311,33.43,28.600
2021-02-21T14:30,0.151,0.240,4.243,5.212,63.43,28.700
2021-02-21T15:00,0.158,0.250,4.257,5.356,49.43,28.950
2021-02-21T15:30,0.147,0.260,3.720,4.591,61.43,28.950
2021-02-21T16:00,0.162,0.240,3.732,10.354,57.43,28.800
2021-02-21T16:30,0.147,0.260,3.874,5.072,37.43,28.700
2021-02-21T17:00,0.142,0.310,4.059,5.352,52.43,28.600
2021-02-21T17:30,0.136,0.210,3.889,10.979,57.43,28.450
2021-02-21T18:00,0.166,0.330,3.033,10.252,53.43,28.350
2021-02-21T18:30,0.182,0.330,2.731,1.778,54.43,28.250
2021-02-21T19:00,0.187,0.330,2.519,1.889,300.43,28.150
2021-02-21T19:30,0.216,0.420,2.390,1.990,300.43,28.100
2021-02-21T20:00,0.290,0.520,2.444,2.489,303.43,28.100
2021-02-21T20:30,0.325,0.520,2.536,2.649,310.43,28.100
2021-02-21T21:00,0.367,0.610,2.614,2.884,313.43,28.100
2021-02-21T21:30,0.438,0.860,2.783,3.218,316.43,28.150
2021-02-21T22:00,0.447,0.800,2.816,3.287,320.43,28.200
2021-02-21T22:30,0.493,1.030,2.894,3.348,316.43,28.100
2021-02-21T23:00,0.556,1.100,2.904,3.301,312.43,28.050
2021-02-21T23:30,0.608,1.020,3.117,3.649,309.43,28.050
2021-02-22T00:00,0.593,1.230,3.081,3.667,315.43,28.050
2021-02-22T00:30,0.526,0.890,3.084,4.114,309.43,28.050
2021-02-22T01:00,0.559,0.960,3.329,4.040,310.43,28.100
2021-02-22T01:30,0.534,0.880,3.363,4.046,322.43,28.100
2021-02-22T02:00,0.498,0.860,3.367,4.103,317.43,28.100
2021-02-22T02:30,0.471,0.890,3.402,3.774,323.43,28.100
2021-02-22T03:00,0.476,0.780,3.351,3.909,322.43,28.100
2021-02-22T03:30,0.402,0.660,3.254,3.802,316.43,28.100
2021-02-22T04:00,0.370,0.630,3.238,3.712,322.43,28.100
2021-02-22T04:30,0.344,0.570,3.134,3.696,319.43,28.050
2021-02-22T05:00,0.315,0.560,3.108,3.675,327.43,28.050
2021-02-22T05:30,0.283,0.510,3.142,3.537,331.43,28.050
2021-02-22T06:00,0.291,0.530,3.079,3.466,330.43,28.100
2021-02-22T06:30,0.245,0.430,3.184,3.108,330.43,28.100
2021-02-22T07:00,0.229,0.370,3.202,3.178,333.43,28.100
2021-02-22T07:30,0.219,0.370,3.166,2.923,324.43,28.100
2021-02-22T08:00,0.211,0.390,3.188,3.194,326.43,28.200
2021-02-22T08:30,0.195,0.320,3.180,11.399,330.43,28.350
2021-02-22T09:00,0.196,0.420,3.089,11.401,337.43,28.400
2021-02-22T09:30,0.193,0.440,2.798,1.765,42.43,28.450
2021-02-22T10:00,0.207,0.340,2.749,1.795,26.43,28.550
2021-02-22T10:30,0.225,0.370,2.694,1.876,22.43,28.550
2021-02-22T11:00,0.211,0.390,2.586,10.292,54.43,28.500
2021-02-22T11:30,0.212,0.380,2.717,1.971,35.43,28.500
2021-02-22T12:00,0.195,0.310,2.738,1.950,50.43,28.550
2021-02-22T12:30,0.195,0.380,2.769,2.333,305.43,28.650
2021-02-22T13:00,0.193,0.310,2.975,10.837,57.43,28.650
2021-02-22T13:30,0.191,0.340,2.980,12.120,52.43,28.750
2021-02-22T14:00,0.209,0.380,2.975,3.195,45.43,28.800
2021-02-22T14:30,0.209,0.440,3.033,2.801,357.43,28.900
2021-02-22T15:00,0.201,0.380,2.932,2.969,351.43,28.950
2021-02-22T15:30,0.203,0.350,2.923,2.875,345.43,28.850
2021-02-22T16:00,0.226,0.380,2.741,3.184,348.43,28.750
2021-02-22T16:30,0.224,0.360,2.681,3.043,345.43,28.700
2021-02-22T17:00,0.219,0.450,2.696,3.201,344.43,28.700
2021-02-22T17:30,0.215,0.340,2.782,3.011,343.43,28.700
2021-02-22T18:00,0.206,0.400,2.778,2.720,340.43,28.700
2021-02-22T18:30,0.188,0.350,2.685,2.970,338.43,28.650
2021-02-22T19:00,0.186,0.340,2.706,2.010,343.43,28.600
2021-02-22T19:30,0.181,0.300,2.693,1.825,35.43,28.550
2021-02-22T20:00,0.200,0.460,2.572,1.966,54.43,28.500
2021-02-22T20:30,0.235,0.450,2.381,2.186,341.43,28.450
2021-02-22T21:00,0.247,0.440,2.455,2.312,334.43,28.500
2021-02-22T21:30,0.296,0.580,2.448,2.677,345.43,28.500
2021-02-22T22:00,0.334,0.620,2.565,2.766,347.43,28.450
2021-02-22T22:30,0.414,0.800,2.641,2.910,344.43,28.450
2021-02-22T23:00,0.461,0.780,2.735,3.145,336.43,28.450
2021-02-22T23:30,0.496,0.930,2.907,3.309,330.43,28.400
2021-02-23T00:00,0.485,0.870,2.966,3.516,340.43,28.400
2021-02-23T00:30,0.515,0.980,2.891,3.729,330.43,28.400
2021-02-23T01:00,0.496,1.090,2.965,3.656,330.43,28.400
2021-02-23T01:30,0.515,1.110,3.023,3.750,336.43,28.500
2021-02-23T02:00,0.521,1.010,3.061,3.660,340.43,28.450
2021-02-23T02:30,0.474,0.830,3.096,3.956,336.43,28.450
2021-02-23T03:00,0.467,0.770,3.190,3.813,350.43,28.500
2021-02-23T03:30,0.452,0.870,3.139,3.854,350.43,28.500
2021-02-23T04:00,0.434,0.710,3.219,3.743,347.43,28.450
2021-02-23T04:30,0.390,0.680,3.136,3.712,348.43,28.450
2021-02-23T05:00,0.371,0.740,3.058,3.739,341.43,28.400
2021-02-23T05:30,0.374,0.710,3.076,3.567,351.43,28.400
2021-02-23T06:00,0.346,0.570,3.093,3.740,352.43,28.400
2021-02-23T06:30,0.339,0.590,3.107,3.417,351.43,28.400
2021-02-23T07:00,0.339,0.570,3.115,3.444,354.43,28.400
2021-02-23T07:30,0.299,0.590,3.130,3.415,0.43,28.400
2021-02-23T08:00,0.270,0.490,3.092,3.479,358.43,28.450
2021-02-23T08:30,0.260,0.440,3.229,3.481,355.43,28.550
2021-02-23T09:00,0.235,0.370,3.132,3.428,357.43,28.600
2021-02-23T09:30,0.242,0.410,3.142,3.476,357.43,28.750
2021-02-23T10:00,0.222,0.360,3.151,3.488,16.43,29.000
2021-02-23T10:30,0.204,0.430,3.118,3.546,5.43,29.150
2021-02-23T11:00,0.216,0.360,3.238,3.306,354.43,29.650
2021-02-23T11:30,0.204,0.400,3.157,3.539,1.43,29.900
2021-02-23T12:00,0.186,0.370,3.201,3.369,357.43,29.900
2021-02-23T12:30,0.168,0.330,3.220,3.481,354.43,30.000
2021-02-23T13:00,0.161,0.280,3.160,3.350,12.43,30.400
2021-02-23T13:30,0.174,0.320,3.157,3.348,8.43,29.950
2021-02-23T14:00,0.158,0.250,2.957,3.017,355.43,29.750
2021-02-23T14:30,0.154,0.260,2.906,3.151,354.43,30.150
2021-02-23T15:00,0.154,0.250,2.718,3.242,18.43,29.850
2021-02-23T15:30,0.155,0.270,2.699,3.077,4.43,29.700
2021-02-23T16:00,0.154,0.300,2.724,3.139,16.43,29.650
2021-02-23T16:30,0.169,0.310,2.552,2.004,5.43,29.650
2021-02-23T17:00,0.195,0.380,2.385,1.895,357.43,29.550
2021-02-23T17:30,0.209,0.380,2.476,2.197,350.43,29.500
2021-02-23T18:00,0.210,0.330,2.478,2.417,2.43,29.300
2021-02-23T18:30,0.230,0.480,2.513,2.514,2.43,29.200
2021-02-23T19:00,0.232,0.380,2.555,2.583,2.43,29.100
2021-02-23T19:30,0.230,0.430,2.566,2.518,5.43,28.950
2021-02-23T20:00,0.227,0.440,2.733,2.646,347.43,28.900
2021-02-23T20:30,0.229,0.360,2.712,2.963,344.43,28.950
2021-02-23T21:00,0.244,0.460,2.795,3.000,4.43,28.900
2021-02-23T21:30,0.250,0.480,2.830,2.842,348.43,28.850
2021-02-23T22:00,0.247,0.450,2.754,2.717,355.43,28.900
2021-02-23T22:30,0.241,0.400,2.825,2.972,336.43,28.900
2021-02-23T23:00,0.225,0.500,2.837,2.998,9.43,28.900
2021-02-23T23:30,0.228,0.480,2.863,2.961,5.43,28.900
2021-02-24T00:00,0.215,0.380,2.914,2.993,5.43,28.850
2021-02-24T00:30,0.218,0.380,2.905,2.985,19.43,28.850
2021-02-24T01:00,0.200,0.400,2.807,2.849,4.43,28.800
2021-02-24T01:30,0.191,0.360,2.920,3.046,16.43,28.850
2021-02-24T02:00,0.189,0.270,2.890,2.876,16.43,28.900
2021-02-24T02:30,0.189,0.310,2.801,2.680,15.43,28.900
2021-02-24T03:00,0.182,0.370,2.805,2.795,14.43,28.950
2021-02-24T03:30,0.171,0.360,2.776,2.651,19.43,28.950
2021-02-24T04:00,0.162,0.310,2.716,2.678,11.43,28.950
2021-02-24T04:30,0.161,0.280,2.693,2.417,16.43,28.850
2021-02-24T05:00,0.148,0.280,2.642,2.451,8.43,28.850
2021-02-24T05:30,0.151,0.310,2.705,2.460,19.43,28.850
2021-02-24T06:00,0.134,0.240,2.725,2.614,16.43,28.800
2021-02-24T06:30,0.134,0.250,2.706,2.303,49.43,28.750
2021-02-24T07:00,0.135,0.220,2.781,2.487,50.43,28.700
2021-02-24T07:30,0.122,0.200,2.828,2.540,358.43,28.700
2021-02-24T08:00,0.150,0.260,2.371,1.793,343.43,28.750
2021-02-24T08:30,0.156,0.310,2.389,1.949,157.43,28.800
2021-02-24T09:00,0.192,0.340,2.296,2.336,164.43,28.850
2021-02-24T09:30,0.216,0.390,2.436,2.441,164.43,28.900
2021-02-24T10:00,0.227,0.390,2.512,2.555,150.43,28.900
2021-02-24T10:30,0.218,0.390,2.432,2.578,151.43,28.950
2021-02-24T11:00,0.187,0.380,2.440,2.311,151.43,29.000
2021-02-24T11:30,0.175,0.410,2.431,2.311,154.43,29.050
2021-02-24T12:00,0.212,0.420,2.444,2.256,146.43,29.100
2021-02-24T12:30,0.257,0.400,2.431,2.718,125.43,29.150
2021-02-24T13:00,0.303,0.650,2.481,2.719,111.43,29.250
2021-02-24T13:30,0.363,0.670,2.591,2.785,111.43,29.200
2021-02-24T14:00,0.428,0.690,2.783,3.055,112.43,29.200
2021-02-24T14:30,0.439,0.870,2.813,3.199,102.43,29.150
2021-02-24T15:00,0.461,0.750,2.866,3.356,105.43,29.200
2021-02-24T15:30,0.460,0.910,2.865,3.151,104.43,29.150
2021-02-24T16:00,0.449,0.890,2.837,3.167,106.43,29.150
2021-02-24T16:30,0.441,0.780,2.852,3.250,106.43,29.150
2021-02-24T17:00,0.477,0.990,2.906,3.586,99.43,29.200
2021-02-24T17:30,0.492,1.000,2.860,3.479,105.43,29.150
2021-02-24T18:00,0.490,0.870,2.932,3.305,99.43,29.100
2021-02-24T18:30,0.530,0.820,3.009,3.805,101.43,29.100
2021-02-24T19:00,0.588,1.090,3.012,3.659,95.43,29.000
2021-02-24T19:30,0.667,1.120,3.267,3.737,92.43,28.950
2021-02-24T20:00,0.701,1.560,3.375,3.950,90.43,28.950
2021-02-24T20:30,0.848,1.360,3.490,4.108,91.43,28.900
2021-02-24T21:00,0.867,1.670,3.637,4.697,88.43,28.850
2021-02-24T21:30,0.857,1.550,3.702,4.706,92.43,28.850
2021-02-24T22:00,0.856,1.760,3.816,4.937,90.43,28.850
2021-02-24T22:30,0.821,1.590,3.731,4.621,85.43,28.800
2021-02-24T23:00,0.767,1.390,3.642,4.839,95.43,28.800
2021-02-24T23:30,0.731,1.310,3.624,4.812,91.43,28.750
2021-02-25T00:00,0.747,1.350,3.579,4.901,84.43,28.750
2021-02-25T00:30,0.764,1.440,3.630,4.748,88.43,28.750
2021-02-25T01:00,0.772,1.390,3.599,4.606,88.43,28.750
2021-02-25T01:30,0.695,1.080,3.411,4.782,85.43,28.750
2021-02-25T02:00,0.701,1.290,3.418,4.586,92.43,28.700
2021-02-25T02:30,0.679,1.160,3.400,4.268,85.43,28.700
2021-02-25T03:00,0.691,1.330,3.407,3.802,84.43,28.700
2021-02-25T03:30,0.697,1.100,3.500,3.957,75.43,28.650
2021-02-25T04:00,0.654,1.040,3.383,4.318,82.43,28.600
2021-02-25T04:30,0.634,1.140,3.343,4.499,77.43,28.600
2021-02-25T05:00,0.627,1.160,3.353,3.766,94.43,28.550
2021-02-25T05:30,0.638,1.060,3.309,3.725,84.43,28.600
2021-02-25T06:00,0.596,1.130,3.461,4.814,87.43,28.600
2021-02-25T06:30,0.563,0.900,3.331,3.886,84.43,28.550
2021-02-25T07:00,0.616,0.990,3.430,4.562,84.43,28.600
2021-02-25T07:30,0.555,0.940,3.383,4.707,92.43,28.600
2021-02-25T08:00,0.612,0.960,3.485,5.192,78.43,28.600
2021-02-25T08:30,0.569,1.020,3.339,5.340,81.43,28.600
2021-02-25T09:00,0.587,1.010,3.447,4.815,82.43,28.600
2021-02-25T09:30,0.630,1.220,3.412,4.208,78.43,28.600
2021-02-25T10:00,0.702,1.410,3.440,4.100,68.43,28.600
2021-02-25T10:30,0.733,1.270,3.560,3.964,81.43,28.600
2021-02-25T11:00,0.709,1.430,3.464,4.236,88.43,28.650
2021-02-25T11:30,0.759,1.270,3.509,4.497,85.43,28.650
2021-02-25T12:00,0.775,1.460,3.657,4.215,85.43,28.700
2021-02-25T12:30,0.735,1.320,3.564,4.643,91.43,28.700
2021-02-25T13:00,0.741,1.340,3.613,4.039,88.43,28.750
2021-02-25T13:30,0.735,1.270,3.653,4.942,88.43,28.750
2021-02-25T14:00,0.760,1.080,3.635,4.816,80.43,28.800
2021-02-25T14:30,0.736,1.320,3.496,4.213,87.43,28.850
2021-02-25T15:00,0.862,1.640,3.659,4.098,75.43,28.800
2021-02-25T15:30,0.806,1.470,3.641,4.710,77.43,28.800
2021-02-25T16:00,0.884,1.820,3.620,4.350,67.43,28.750
2021-02-25T16:30,0.905,1.480,3.717,4.380,75.43,28.750
2021-02-25T17:00,0.972,1.490,3.802,4.434,81.43,28.700
2021-02-25T17:30,1.011,1.670,3.891,4.501,80.43,28.700
2021-02-25T18:00,1.189,2.110,4.068,4.535,88.43,28.700
2021-02-25T18:30,1.214,2.270,4.258,5.068,85.43,28.700
2021-02-25T19:00,1.289,2.250,4.163,4.964,80.43,28.700
2021-02-25T19:30,1.221,2.180,4.196,5.602,80.43,28.700
2021-02-25T20:00,1.023,1.610,4.033,5.197,78.43,28.650
2021-02-25T20:30,0.863,1.540,3.796,5.209,84.43,28.650
2021-02-25T21:00,0.873,1.630,3.645,4.913,90.43,28.650
2021-02-25T21:30,0.841,1.450,3.789,5.068,90.43,28.650
2021-02-25T22:00,0.766,1.330,3.674,5.165,82.43,28.650
2021-02-25T22:30,0.737,1.260,3.652,4.711,81.43,28.650
2021-02-25T23:00,0.782,1.260,3.646,3.803,81.43,28.650
2021-02-25T23:30,0.874,1.640,3.739,5.335,84.43,28.650
2021-02-26T00:00,0.935,1.580,3.915,4.923,94.43,28.600
2021-02-26T00:30,0.928,1.820,3.870,4.918,81.43,28.600
2021-02-26T01:00,0.904,1.410,3.992,4.961,87.43,28.600
2021-02-26T01:30,0.968,2.020,3.929,5.288,90.43,28.600
2021-02-26T02:00,0.942,1.570,3.819,4.954,88.43,28.600
2021-02-26T02:30,0.881,1.470,3.734,5.044,84.43,28.600
2021-02-26T03:00,0.860,1.780,3.697,4.717,82.43,28.600
2021-02-26T03:30,0.838,1.310,3.653,4.712,85.43,28.650
2021-02-26T04:00,0.837,1.530,3.567,4.837,84.43,28.600
2021-02-26T04:30,0.877,1.490,3.735,5.058,87.43,28.600
2021-02-26T05:00,0.906,1.660,3.696,4.648,87.43,28.550
2021-02-26T05:30,0.842,1.610,3.605,4.814,84.43,28.550
2021-02-26T06:00,0.864,1.600,3.732,4.431,85.43,28.550
2021-02-26T06:30,0.842,1.440,3.817,4.702,94.43,28.550
2021-02-26T07:00,0.807,1.380,3.697,4.982,82.43,28.500
2021-02-26T07:30,0.813,1.460,3.730,5.185,90.43,28.500
2021-02-26T08:00,0.820,1.350,3.778,4.956,90.43,28.500
2021-02-26T08:30,0.794,1.370,3.754,4.738,91.43,28.500
2021-02-26T09:00,0.813,1.400,3.796,5.358,91.43,28.550
2021-02-26T09:30,0.803,1.480,3.689,5.105,87.43,28.500
2021-02-26T10:00,0.792,1.300,3.751,5.082,88.43,28.500
2021-02-26T10:30,0.741,1.200,3.731,5.083,82.43,28.500
2021-02-26T11:00,0.681,1.110,3.777,4.725,84.43,28.500
2021-02-26T11:30,0.798,1.530,3.658,4.796,90.43,28.500
2021-02-26T12:00,0.780,1.410,3.654,3.732,85.43,28.500
2021-02-26T12:30,0.823,1.410,3.719,4.591,91.43,28.550
2021-02-26T13:00,0.842,1.810,3.667,4.674,92.43,28.550
2021-02-26T13:30,0.882,1.780,3.645,4.487,87.43,28.550
2021-02-26T14:00,0.941,1.530,3.616,4.112,87.43,28.550
2021-02-26T14:30,0.938,1.410,3.792,4.324,94.43,28.600
2021-02-26T15:00,0.917,1.540,3.683,4.941,87.43,28.550
2021-02-26T15:30,0.968,1.750,3.676,4.700,95.43,28.550
2021-02-26T16:00,0.926,1.780,3.607,4.634,105.43,28.550
2021-02-26T16:30,0.980,1.530,3.734,4.411,97.43,28.550
2021-02-26T17:00,0.965,1.540,3.796,4.839,104.43,28.550
2021-02-26T17:30,0.937,1.790,3.705,3.934,95.43,28.550
2021-02-26T18:00,0.970,1.520,3.629,4.499,108.43,28.550
2021-02-26T18:30,0.904,1.720,3.642,4.185,104.43,28.550
2021-02-26T19:00,0.886,1.540,3.694,5.356,102.43,28.500
2021-02-26T19:30,0.935,1.670,3.649,4.188,108.43,28.500
2021-02-26T20:00,0.938,1.590,3.907,5.498,99.43,28.500
2021-02-26T20:30,0.914,1.770,3.605,4.492,101.43,28.500
2021-02-26T21:00,0.899,1.490,3.758,5.980,102.43,28.500
2021-02-26T21:30,0.862,1.610,3.625,4.023,87.43,28.450
2021-02-26T22:00,0.894,1.450,3.591,3.472,111.43,28.500
2021-02-26T22:30,0.843,1.400,3.672,5.810,135.43,28.500
2021-02-26T23:00,0.883,1.490,3.599,5.313,109.43,28.450
2021-02-26T23:30,0.848,1.490,3.579,4.485,97.43,28.500
2021-02-27T00:00,0.847,1.500,3.579,4.929,127.43,28.500
2021-02-27T00:30,0.873,1.680,3.534,3.727,104.43,28.500
2021-02-27T01:00,0.817,1.240,3.459,4.125,98.43,28.450
2021-02-27T01:30,0.803,1.330,3.505,4.300,104.43,28.450
2021-02-27T02:00,0.860,1.320,3.712,4.143,140.43,28.450
2021-02-27T02:30,0.811,1.560,3.438,3.975,97.43,28.450
2021-02-27T03:00,0.810,1.430,3.481,3.600,99.43,28.450
2021-02-27T03:30,0.838,1.280,3.515,3.246,92.43,28.450
2021-02-27T04:00,0.810,1.360,3.424,3.670,137.43,28.450
2021-02-27T04:30,0.773,1.320,3.405,3.114,105.43,28.450
2021-02-27T05:00,0.852,1.560,3.565,3.201,102.43,28.400
2021-02-27T05:30,0.790,1.480,3.482,3.198,97.43,28.350
2021-02-27T06:00,0.791,1.420,3.601,3.571,139.43,28.250
2021-02-27T06:30,0.780,1.690,3.371,3.361,140.43,28.300
2021-02-27T07:00,0.759,1.310,3.552,3.374,137.43,28.300
